PROD_CODE,PROD_CODE_10,PACKAGING,CARBON_FOOTPRINT,HAZARDOUS_MATERIAL,RECYCLABLE
PRD0904469,CL00006,2,8,2,1
PRD0904494,CL00111,3,4,2,1
PRD0904525,CL00065,2,7,1,1
PRD0904541,CL00155,3,8,2,1
PRD0904569,CL00130,2,3,1,1
PRD0904570,CL00046,1,4,1,3
PRD0904600,CL00101,2,8,1,3
PRD0904611,CL00041,1,5,1,2
PRD0904640,CL00154,2,3,1,1
PRD0904658,CL00127,2,1,1,3
PRD0904661,CL00206,2,4,1,2
PRD0904668,CL00101,3,8,2,1
PRD0904692,CL00129,3,8,1,2
PRD0904766,CL00079,3,3,1,3
PRD0904783,CL00047,3,3,1,2
PRD0904788,CL00114,2,9,2,3
PRD0904839,CL00063,2,2,1,1
PRD0904844,CL00201,1,10,2,1
PRD0904851,CL00140,3,1,2,2
PRD0904952,CL00150,2,6,1,1
PRD0904956,CL00206,1,8,1,1
PRD0904958,CL00155,3,7,1,1
PRD0904972,CL00134,2,5,1,1
PRD0904985,CL00085,1,2,1,2
PRD0902621,CL00126,1,6,1,3
PRD0901369,CL00231,1,7,2,3
PRD0902626,CL00198,2,9,1,1
PRD0900269,CL00046,2,3,1,2
PRD0904946,CL00049,2,10,2,3
PRD0900504,CL00147,3,1,2,1
PRD0901820,CL00138,2,10,1,1
PRD0902841,CL00201,2,6,2,1
PRD0901482,CL00204,1,6,2,3
PRD0901746,CL00087,1,6,2,2
PRD0900111,CL00085,1,4,2,1
PRD0900113,CL00188,1,10,1,3
PRD0900343,CL00076,1,7,1,1
PRD0900390,CL00164,3,8,2,3
PRD0900403,CL00157,1,10,1,1
PRD0900454,CL00212,2,3,1,1
PRD0900572,CL00163,2,3,1,3
PRD0900720,CL00117,3,1,1,1
PRD0900897,CL00102,1,5,2,2
PRD0900936,CL00103,3,5,1,3
PRD0901001,CL00073,1,8,2,2
PRD0901079,CL00086,1,5,1,3
PRD0901083,CL00117,3,7,2,1
PRD0901305,CL00016,3,4,2,2
PRD0901596,CL00116,2,10,1,2
PRD0901647,CL00010,1,2,2,3
PRD0901818,CL00093,2,7,2,3
PRD0902043,CL00075,3,10,2,2
PRD0902075,CL00140,2,1,2,3
PRD0902180,CL00178,1,7,1,3
PRD0902306,CL00199,1,1,2,2
PRD0902368,CL00169,1,6,2,1
PRD0902371,CL00116,1,4,2,2
PRD0902387,CL00131,2,6,2,3
PRD0902445,CL00076,3,10,2,1
PRD0902482,CL00108,3,2,1,3
PRD0902608,CL00069,1,10,2,2
PRD0902614,CL00131,1,5,1,1
PRD0902743,CL00051,3,8,1,3
PRD0903046,CL00079,3,9,1,3
PRD0903158,CL00110,1,5,2,1
PRD0903300,CL00076,1,8,2,1
PRD0903597,CL00151,1,1,1,1
PRD0903825,CL00156,3,5,2,3
PRD0903925,CL00161,2,1,1,3
PRD0904070,CL00170,1,7,2,2
PRD0904199,CL00052,1,1,2,3
PRD0904258,CL00128,1,6,1,2
PRD0904273,CL00110,1,6,2,1
PRD0904305,CL00098,1,9,2,1
PRD0904348,CL00230,3,5,1,1
PRD0904502,CL00079,1,5,1,1
PRD0904518,CL00140,1,5,1,2
PRD0904609,CL00197,3,7,2,2
PRD0904784,CL00049,1,10,2,2
PRD0904795,CL00048,3,4,1,2
PRD0904964,CL00067,1,10,1,1
PRD0901506,CL00218,1,5,2,2
PRD0902237,CL00100,1,1,2,3
PRD0902276,CL00100,2,6,2,3
PRD0901085,CL00089,1,3,1,2
PRD0904497,CL00160,1,6,1,2
PRD0904833,CL00114,2,10,1,3
PRD0904700,CL00087,3,1,1,1
PRD0904040,CL00195,1,2,1,2
PRD0900013,CL00015,3,10,2,2
PRD0900138,CL00088,1,2,1,2
PRD0900179,CL00051,1,7,2,3
PRD0900193,CL00195,3,2,2,3
PRD0900195,CL00207,3,5,2,2
PRD0900198,CL00230,3,3,2,1
PRD0900201,CL00153,2,4,2,2
PRD0900214,CL00144,3,3,2,2
PRD0900310,CL00159,3,10,2,3
PRD0900313,CL00103,2,3,1,2
PRD0900360,CL00140,2,10,2,2
PRD0900427,CL00036,1,6,1,1
PRD0900447,CL00140,1,1,1,3
PRD0900471,CL00152,3,1,1,3
PRD0900483,CL00163,3,3,1,2
PRD0900516,CL00132,2,1,1,2
PRD0900670,CL00155,1,3,1,3
PRD0900671,CL00163,1,8,1,1
PRD0900687,CL00032,1,1,1,3
PRD0900738,CL00140,1,8,1,1
PRD0900762,CL00067,3,1,1,3
PRD0900827,CL00128,1,4,2,1
PRD0900837,CL00195,3,7,2,2
PRD0900849,CL00195,2,5,2,1
PRD0900852,CL00105,3,10,2,3
PRD0900872,CL00214,3,10,1,2
PRD0900878,CL00148,3,1,1,1
PRD0900910,CL00162,1,2,2,2
PRD0900979,CL00134,1,3,2,1
PRD0900994,CL00110,2,1,1,3
PRD0901010,CL00239,2,9,1,2
PRD0901038,CL00087,3,7,2,1
PRD0901086,CL00207,3,2,1,3
PRD0901108,CL00065,3,5,1,1
PRD0901185,CL00110,1,4,2,1
PRD0901290,CL00129,3,2,2,2
PRD0901333,CL00213,1,10,1,3
PRD0901355,CL00036,2,10,1,1
PRD0901376,CL00077,1,5,1,2
PRD0901420,CL00160,2,6,1,1
PRD0901423,CL00249,3,2,1,2
PRD0901434,CL00067,1,1,1,1
PRD0901451,CL00169,2,10,2,2
PRD0901491,CL00190,3,1,1,2
PRD0901567,CL00140,2,6,2,3
PRD0901603,CL00199,2,5,2,3
PRD0901660,CL00198,2,4,2,3
PRD0901674,CL00002,1,8,2,3
PRD0901683,CL00243,3,4,1,3
PRD0901685,CL00145,1,4,1,3
PRD0901752,CL00204,1,5,2,1
PRD0901793,CL00072,3,1,1,1
PRD0901854,CL00235,2,9,2,2
PRD0901880,CL00129,1,3,1,3
PRD0901935,CL00010,2,1,1,1
PRD0901942,CL00006,3,2,1,2
PRD0901962,CL00249,2,8,2,3
PRD0901968,CL00067,1,2,1,2
PRD0901986,CL00152,1,3,1,3
PRD0902025,CL00190,3,2,1,2
PRD0902034,CL00129,2,6,2,2
PRD0902119,CL00229,1,3,1,1
PRD0902165,CL00195,3,8,1,1
PRD0902282,CL00083,3,2,2,3
PRD0902350,CL00140,3,4,2,2
PRD0902402,CL00135,3,10,1,3
PRD0902465,CL00195,1,8,1,3
PRD0902529,CL00215,3,4,2,1
PRD0902545,CL00113,2,1,1,2
PRD0902553,CL00186,2,5,2,1
PRD0902566,CL00156,2,6,2,1
PRD0902620,CL00047,2,5,1,3
PRD0902645,CL00076,1,5,2,1
PRD0902665,CL00213,2,6,1,1
PRD0902682,CL00198,1,9,2,1
PRD0902702,CL00046,2,8,2,3
PRD0902720,CL00134,1,6,1,2
PRD0902721,CL00116,1,6,2,3
PRD0902738,CL00150,3,3,2,1
PRD0902740,CL00131,1,8,1,3
PRD0902788,CL00144,2,6,2,3
PRD0902815,CL00017,3,7,1,2
PRD0902828,CL00142,1,4,1,2
PRD0902844,CL00103,2,2,1,3
PRD0902845,CL00077,2,3,1,1
PRD0902869,CL00006,1,1,2,3
PRD0902883,CL00140,2,1,1,3
PRD0902903,CL00204,3,2,2,2
PRD0902967,CL00123,3,3,2,3
PRD0902985,CL00140,2,9,1,3
PRD0903030,CL00101,3,2,2,1
PRD0903203,CL00094,3,9,2,2
PRD0903276,CL00165,3,1,2,3
PRD0903525,CL00046,2,1,2,1
PRD0903529,CL00002,2,6,1,2
PRD0903558,CL00180,1,7,1,1
PRD0903687,CL00129,3,1,2,1
PRD0903744,CL00199,2,5,1,3
PRD0903765,CL00076,3,9,2,1
PRD0903777,CL00152,3,6,2,1
PRD0903811,CL00131,1,3,2,1
PRD0903813,CL00015,1,7,1,3
PRD0903854,CL00050,2,10,2,2
PRD0903857,CL00087,3,2,2,2
PRD0903872,CL00075,3,8,2,3
PRD0903884,CL00162,1,5,2,1
PRD0903935,CL00169,1,7,2,2
PRD0903970,CL00078,1,3,2,3
PRD0904006,CL00212,2,1,2,2
PRD0904058,CL00163,2,7,1,3
PRD0904064,CL00216,1,4,1,1
PRD0904072,CL00076,3,9,2,2
PRD0904088,CL00105,1,5,1,2
PRD0904103,CL00139,2,8,1,1
PRD0904122,CL00205,3,6,2,3
PRD0904235,CL00157,3,5,2,1
PRD0904341,CL00102,2,8,1,3
PRD0904493,CL00162,3,4,1,1
PRD0904520,CL00075,3,8,1,1
PRD0904535,CL00074,1,10,1,2
PRD0904544,CL00144,3,2,2,2
PRD0904574,CL00065,2,6,2,3
PRD0904594,CL00116,1,4,1,3
PRD0904651,CL00110,1,4,2,2
PRD0904677,CL00122,2,8,2,2
PRD0904730,CL00214,1,1,2,3
PRD0904757,CL00239,1,2,1,3
PRD0904763,CL00010,3,9,2,2
PRD0904777,CL00102,3,7,1,2
PRD0904874,CL00067,3,3,1,3
PRD0904906,CL00153,2,1,1,1
PRD0904918,CL00025,1,9,1,2
PRD0904990,CL00152,1,9,2,2
PRD0904349,CL00058,1,2,2,1
PRD0904526,CL00069,2,1,1,3
PRD0902993,CL00002,2,5,1,3
PRD0904336,CL00150,2,2,1,1
PRD0904477,CL00090,3,8,2,3
PRD0904698,CL00063,2,4,1,2
PRD0903680,CL00201,3,7,2,3
PRD0901520,CL00030,2,1,2,3
PRD0900247,CL00197,2,6,2,2
PRD0903543,CL00154,3,3,2,3
PRD0901849,CL00087,1,6,2,1
PRD0900291,CL00196,1,6,2,1
PRD0900035,CL00113,1,10,2,3
PRD0900157,CL00140,1,6,1,3
PRD0900192,CL00205,3,8,2,3
PRD0900204,CL00020,2,4,1,1
PRD0900297,CL00053,1,7,1,3
PRD0900315,CL00212,2,5,2,1
PRD0900422,CL00202,1,3,2,2
PRD0900489,CL00121,1,4,2,2
PRD0900569,CL00156,2,7,1,3
PRD0900669,CL00069,3,4,1,1
PRD0900677,CL00156,2,10,1,3
PRD0900935,CL00154,3,4,1,2
PRD0901019,CL00163,2,6,1,2
PRD0901113,CL00164,1,10,2,2
PRD0901300,CL00079,3,2,1,2
PRD0901381,CL00093,3,9,2,3
PRD0901385,CL00076,3,3,2,1
PRD0901538,CL00083,3,9,2,3
PRD0901554,CL00198,3,8,2,2
PRD0901736,CL00075,1,6,2,1
PRD0901847,CL00205,1,9,2,2
PRD0902123,CL00160,2,4,1,3
PRD0902338,CL00155,3,2,2,1
PRD0902432,CL00162,2,4,2,2
PRD0902564,CL00073,3,5,1,3
PRD0902642,CL00112,1,9,1,1
PRD0902757,CL00093,3,10,1,3
PRD0902988,CL00067,3,8,2,2
PRD0903029,CL00212,2,8,2,1
PRD0903515,CL00058,1,8,2,1
PRD0903618,CL00163,2,5,1,3
PRD0903833,CL00234,3,8,2,1
PRD0904316,CL00209,2,2,1,1
PRD0904337,CL00046,2,10,1,3
PRD0904386,CL00110,3,4,2,3
PRD0904387,CL00140,2,5,1,3
PRD0904454,CL00165,1,1,2,1
PRD0904703,CL00122,1,2,1,1
PRD0904868,CL00152,2,10,2,1
PRD0904932,CL00076,3,4,2,3
PRD0903601,CL00140,1,3,2,2
PRD0901937,CL00101,2,10,1,2
PRD0900002,CL00075,2,4,1,1
PRD0900241,CL00164,3,8,2,2
PRD0900803,CL00145,3,6,1,1
PRD0901013,CL00075,2,1,2,1
PRD0901090,CL00141,1,2,2,1
PRD0901151,CL00207,1,9,1,3
PRD0901474,CL00075,2,8,1,1
PRD0901548,CL00063,1,1,1,1
PRD0901917,CL00151,3,5,1,3
PRD0901954,CL00017,3,5,1,2
PRD0902088,CL00227,1,1,1,2
PRD0902139,CL00129,2,9,1,1
PRD0902434,CL00155,1,2,2,3
PRD0902501,CL00113,2,4,1,2
PRD0902915,CL00020,1,3,1,3
PRD0903044,CL00150,1,10,1,2
PRD0903136,CL00208,1,9,1,1
PRD0903534,CL00140,2,3,2,2
PRD0903859,CL00020,3,7,1,3
PRD0904531,CL00103,1,10,1,2
PRD0904710,CL00145,1,9,1,3
PRD0902726,CL00162,3,7,1,2
PRD0901701,CL00095,3,2,1,3
PRD0900926,CL00103,1,1,2,1
PRD0901361,CL00159,3,9,1,1
PRD0902561,CL00121,2,2,1,3
PRD0902822,CL00145,1,4,2,3
PRD0903085,CL00076,3,1,1,3
PRD0903176,CL00044,1,10,2,2
PRD0904464,CL00079,2,8,1,3
PRD0904744,CL00164,3,6,2,3
PRD0904821,CL00140,2,6,2,1
PRD0900070,CL00198,3,2,1,1
PRD0900238,CL00073,3,5,2,1
PRD0900253,CL00207,3,6,1,1
PRD0900416,CL00140,3,10,2,1
PRD0900661,CL00116,2,6,1,2
PRD0900673,CL00016,3,2,2,3
PRD0900817,CL00119,3,3,1,2
PRD0900885,CL00145,3,1,1,2
PRD0900903,CL00129,1,2,1,2
PRD0901240,CL00010,3,10,2,2
PRD0901358,CL00112,1,5,1,2
PRD0901364,CL00010,1,10,1,3
PRD0901405,CL00138,3,1,2,2
PRD0901810,CL00067,3,3,2,1
PRD0901873,CL00103,1,3,1,2
PRD0902113,CL00209,3,7,1,1
PRD0902203,CL00116,2,9,2,2
PRD0902298,CL00116,1,9,1,2
PRD0902384,CL00169,2,2,1,3
PRD0902930,CL00063,1,9,1,1
PRD0902935,CL00050,2,10,1,2
PRD0902973,CL00100,3,6,1,1
PRD0902974,CL00103,2,4,1,1
PRD0902991,CL00169,3,9,2,1
PRD0903131,CL00142,2,4,2,1
PRD0903204,CL00148,3,9,2,1
PRD0903215,CL00037,3,9,2,1
PRD0903258,CL00170,1,1,2,3
PRD0903271,CL00151,3,9,2,3
PRD0903577,CL00116,3,8,2,2
PRD0903799,CL00128,3,10,2,2
PRD0904091,CL00155,3,4,2,2
PRD0904455,CL00162,1,8,2,3
PRD0904462,CL00076,1,7,1,1
PRD0904921,CL00103,2,5,1,1
PRD0901298,CL00162,3,10,2,3
PRD0901368,CL00063,1,3,1,3
PRD0903071,CL00069,2,9,2,1
PRD0901327,CL00141,2,3,1,1
PRD0901784,CL00199,3,9,1,1
PRD0900068,CL00234,3,1,2,2
PRD0900103,CL00207,2,3,1,1
PRD0900170,CL00198,2,3,2,1
PRD0900215,CL00129,2,4,2,2
PRD0900222,CL00069,3,10,1,2
PRD0900245,CL00092,2,2,2,2
PRD0900425,CL00102,3,4,1,2
PRD0900431,CL00129,1,2,1,2
PRD0900610,CL00140,3,4,1,1
PRD0900625,CL00238,2,10,1,3
PRD0900655,CL00028,2,8,1,2
PRD0900765,CL00073,3,1,2,3
PRD0900784,CL00205,3,7,1,2
PRD0900808,CL00067,3,5,1,1
PRD0900909,CL00072,3,2,1,2
PRD0900932,CL00120,1,7,2,3
PRD0900945,CL00003,3,1,1,3
PRD0901050,CL00098,1,1,1,3
PRD0901076,CL00079,1,2,2,1
PRD0901111,CL00213,3,2,1,1
PRD0901258,CL00036,2,3,2,3
PRD0901266,CL00207,1,1,2,1
PRD0901472,CL00096,2,5,2,3
PRD0901534,CL00198,3,5,1,3
PRD0901606,CL00163,2,6,2,3
PRD0901678,CL00139,3,2,2,2
PRD0901729,CL00212,3,4,2,1
PRD0901797,CL00008,2,1,1,2
PRD0901812,CL00075,2,5,2,1
PRD0901856,CL00205,1,2,2,1
PRD0901862,CL00201,1,1,1,2
PRD0901868,CL00140,1,4,1,1
PRD0901882,CL00048,3,7,2,1
PRD0901909,CL00110,3,1,1,1
PRD0901923,CL00229,1,4,1,2
PRD0901930,CL00020,2,6,2,2
PRD0902019,CL00110,1,1,1,3
PRD0902054,CL00073,2,3,1,2
PRD0902077,CL00132,3,7,1,3
PRD0902116,CL00046,2,2,2,2
PRD0902168,CL00154,1,10,1,1
PRD0902195,CL00195,2,6,1,3
PRD0902231,CL00212,1,5,1,3
PRD0902281,CL00079,2,8,1,2
PRD0902303,CL00061,3,3,1,3
PRD0902395,CL00198,1,10,2,1
PRD0902452,CL00067,2,4,1,2
PRD0902489,CL00035,2,3,1,1
PRD0902494,CL00103,3,6,2,2
PRD0902647,CL00218,2,1,1,1
PRD0902655,CL00209,1,3,2,3
PRD0902751,CL00201,1,10,2,1
PRD0902799,CL00072,1,6,1,2
PRD0902806,CL00067,1,4,1,3
PRD0902838,CL00152,1,3,1,1
PRD0902890,CL00096,2,7,2,3
PRD0902931,CL00067,2,2,1,2
PRD0902939,CL00165,1,2,2,1
PRD0902984,CL00096,1,9,1,3
PRD0903000,CL00140,2,5,1,2
PRD0903015,CL00123,3,9,2,3
PRD0903108,CL00096,3,10,2,3
PRD0903285,CL00128,1,1,1,3
PRD0903335,CL00198,2,2,1,3
PRD0903382,CL00140,2,3,2,1
PRD0903383,CL00142,2,9,2,3
PRD0903569,CL00079,1,6,1,1
PRD0903638,CL00207,2,8,2,3
PRD0903700,CL00075,1,9,2,2
PRD0903836,CL00141,1,5,1,2
PRD0903972,CL00140,1,10,1,2
PRD0904080,CL00110,2,10,1,3
PRD0904239,CL00202,2,8,1,2
PRD0904249,CL00103,3,8,2,3
PRD0904268,CL00159,2,9,1,3
PRD0904295,CL00105,2,1,1,2
PRD0904309,CL00207,2,6,2,3
PRD0904414,CL00105,2,3,2,1
PRD0904457,CL00150,3,7,2,2
PRD0904527,CL00169,1,5,2,3
PRD0904612,CL00009,1,6,2,3
PRD0904618,CL00140,1,2,2,1
PRD0904642,CL00076,1,1,1,1
PRD0904648,CL00106,2,4,1,2
PRD0904676,CL00205,1,4,2,2
PRD0904829,CL00243,2,7,1,3
PRD0904989,CL00156,2,8,1,3
PRD0903432,CL00100,1,10,1,2
PRD0901129,CL00132,1,7,1,2
PRD0902825,CL00128,1,10,2,2
PRD0903668,CL00033,3,8,2,1
PRD0904426,CL00046,1,2,1,3
PRD0902950,CL00198,1,2,2,2
PRD0900051,CL00049,2,6,2,3
PRD0904533,CL00049,2,7,1,3
PRD0904184,CL00073,3,3,2,3
PRD0901207,CL00197,1,2,1,2
PRD0904255,CL00067,3,5,2,2
PRD0900434,CL00142,3,5,2,3
PRD0900463,CL00110,2,7,1,3
PRD0900574,CL00018,2,7,2,2
PRD0900892,CL00136,3,3,2,3
PRD0901224,CL00202,3,10,2,2
PRD0901452,CL00140,3,7,1,1
PRD0901648,CL00078,3,7,2,2
PRD0902772,CL00006,1,4,2,1
PRD0903006,CL00049,3,2,1,3
PRD0903061,CL00024,1,4,2,2
PRD0903099,CL00039,1,8,2,2
PRD0903144,CL00152,1,1,2,3
PRD0903239,CL00186,2,7,2,3
PRD0903832,CL00123,3,1,2,3
PRD0904165,CL00204,3,3,1,2
PRD0904863,CL00108,1,4,2,1
PRD0900497,CL00035,3,3,2,1
PRD0904532,CL00042,1,6,1,1
PRD0902643,CL00020,3,4,2,1
PRD0904280,CL00160,3,3,2,1
PRD0900049,CL00160,2,2,2,2
PRD0900515,CL00129,1,9,2,1
PRD0900752,CL00161,3,2,1,1
PRD0901247,CL00076,2,2,1,2
PRD0901382,CL00128,3,7,2,3
PRD0901433,CL00071,3,1,1,3
PRD0901453,CL00010,3,10,2,2
PRD0901840,CL00161,1,5,2,3
PRD0901921,CL00127,2,1,2,2
PRD0901928,CL00006,3,1,2,1
PRD0902239,CL00124,2,10,1,2
PRD0902458,CL00090,1,10,2,1
PRD0903075,CL00074,3,2,2,2
PRD0903261,CL00003,2,3,2,3
PRD0903827,CL00140,3,10,1,1
PRD0903957,CL00198,2,4,1,2
PRD0903994,CL00157,3,9,2,2
PRD0904242,CL00143,2,9,2,2
PRD0904325,CL00132,3,1,2,2
PRD0904446,CL00028,3,9,1,3
PRD0904750,CL00154,1,9,2,2
PRD0904931,CL00160,3,3,2,2
PRD0904997,CL00074,1,10,2,2
PRD0902681,CL00148,3,9,1,2
PRD0901657,CL00074,1,5,2,1
PRD0900007,CL00103,1,5,1,3
PRD0900069,CL00134,1,4,1,3
PRD0900116,CL00205,3,6,2,3
PRD0900132,CL00151,3,5,1,2
PRD0900136,CL00173,2,8,2,1
PRD0900275,CL00116,1,8,2,3
PRD0900290,CL00004,2,1,1,2
PRD0900505,CL00111,3,2,1,2
PRD0900743,CL00227,2,3,1,1
PRD0900806,CL00075,3,10,2,1
PRD0900894,CL00007,3,2,1,3
PRD0900925,CL00035,1,1,1,1
PRD0901031,CL00104,2,5,2,2
PRD0901041,CL00160,1,6,2,2
PRD0901386,CL00148,2,2,2,1
PRD0901427,CL00129,3,5,2,2
PRD0901448,CL00101,3,1,2,3
PRD0901541,CL00140,3,7,1,2
PRD0901756,CL00205,3,1,1,1
PRD0901770,CL00164,1,7,1,1
PRD0901897,CL00020,2,10,2,1
PRD0902072,CL00079,2,1,2,1
PRD0902143,CL00071,3,7,2,2
PRD0902252,CL00136,1,6,1,1
PRD0902257,CL00200,1,3,1,1
PRD0902409,CL00001,2,2,2,2
PRD0902523,CL00098,1,1,2,3
PRD0902537,CL00015,2,8,1,1
PRD0902659,CL00065,1,4,2,1
PRD0902847,CL00101,2,6,1,3
PRD0902922,CL00126,2,1,2,3
PRD0903059,CL00133,1,4,1,3
PRD0903103,CL00087,2,8,1,2
PRD0903149,CL00195,1,10,1,1
PRD0903152,CL00038,2,2,2,3
PRD0903177,CL00132,2,10,2,2
PRD0903320,CL00073,1,9,1,1
PRD0903522,CL00050,3,6,1,2
PRD0903593,CL00063,1,6,1,2
PRD0903748,CL00081,1,8,2,2
PRD0903865,CL00207,1,6,1,1
PRD0904055,CL00138,1,1,1,1
PRD0904200,CL00198,1,9,1,2
PRD0904506,CL00201,1,4,1,1
PRD0904626,CL00236,1,8,1,3
PRD0904817,CL00126,3,8,2,2
PRD0904824,CL00128,2,4,2,2
PRD0901051,CL00046,3,5,2,2
PRD0903882,CL00079,3,3,2,1
PRD0904401,CL00070,1,10,1,2
PRD0900077,CL00150,3,8,1,3
PRD0900090,CL00140,3,8,2,2
PRD0900117,CL00123,2,1,1,3
PRD0900183,CL00123,3,1,1,3
PRD0900260,CL00129,1,4,1,1
PRD0900286,CL00113,2,5,1,2
PRD0900553,CL00181,3,8,1,1
PRD0900887,CL00111,3,5,1,3
PRD0901016,CL00075,1,1,2,3
PRD0901147,CL00155,3,2,2,2
PRD0901246,CL00238,1,6,1,1
PRD0901512,CL00159,3,5,1,2
PRD0901580,CL00136,3,3,1,2
PRD0901610,CL00129,1,1,1,2
PRD0901639,CL00043,2,3,2,1
PRD0901649,CL00171,3,2,1,1
PRD0901749,CL00065,1,7,1,3
PRD0901853,CL00097,3,2,1,1
PRD0901911,CL00140,1,9,2,3
PRD0901933,CL00102,2,7,1,3
PRD0902109,CL00049,1,9,2,1
PRD0902126,CL00128,2,10,2,1
PRD0902321,CL00148,1,1,2,3
PRD0902345,CL00101,2,10,1,3
PRD0902385,CL00186,1,4,2,1
PRD0902455,CL00096,2,9,2,2
PRD0902488,CL00020,2,6,1,1
PRD0902560,CL00002,2,10,2,2
PRD0902630,CL00121,2,4,1,3
PRD0902776,CL00129,2,10,1,3
PRD0902785,CL00108,3,4,2,2
PRD0902836,CL00243,2,7,1,3
PRD0902893,CL00110,3,5,2,1
PRD0902904,CL00231,1,8,1,2
PRD0903067,CL00067,2,5,1,2
PRD0903242,CL00209,1,4,2,3
PRD0903301,CL00162,2,6,2,1
PRD0903376,CL00073,1,9,2,1
PRD0903471,CL00107,2,2,1,1
PRD0903526,CL00129,3,1,1,1
PRD0903642,CL00129,3,8,2,2
PRD0903800,CL00061,3,4,1,1
PRD0903817,CL00156,1,2,2,2
PRD0903879,CL00061,2,10,1,1
PRD0903897,CL00074,1,4,1,3
PRD0903904,CL00198,1,3,1,1
PRD0904243,CL00160,1,1,1,3
PRD0904384,CL00113,1,7,2,1
PRD0904481,CL00105,3,7,1,1
PRD0904555,CL00088,1,10,2,2
PRD0904581,CL00156,3,5,1,2
PRD0904688,CL00096,3,2,2,1
PRD0902679,CL00041,1,3,1,2
PRD0903888,CL00156,3,6,1,1
PRD0901901,CL00050,3,3,1,1
PRD0903384,CL00050,1,3,2,3
PRD0901706,CL00072,1,7,1,1
PRD0900018,CL00010,2,2,1,3
PRD0900147,CL00101,2,1,1,2
PRD0900594,CL00015,1,2,1,1
PRD0900620,CL00129,2,9,2,3
PRD0900630,CL00128,2,7,1,1
PRD0900702,CL00129,1,8,1,1
PRD0900975,CL00129,3,8,1,3
PRD0901413,CL00163,2,7,1,3
PRD0901522,CL00150,1,1,2,3
PRD0902009,CL00205,2,4,2,1
PRD0902070,CL00067,1,1,1,3
PRD0902447,CL00083,3,9,2,1
PRD0903058,CL00157,1,1,2,3
PRD0903069,CL00046,2,6,1,2
PRD0903084,CL00086,3,7,2,3
PRD0903229,CL00163,3,1,1,1
PRD0903412,CL00203,1,6,2,3
PRD0903494,CL00153,2,5,1,2
PRD0903520,CL00076,2,4,2,2
PRD0903564,CL00065,3,7,1,2
PRD0903747,CL00129,1,2,2,3
PRD0904076,CL00152,2,9,1,1
PRD0904110,CL00007,3,2,2,1
PRD0904112,CL00085,1,7,1,1
PRD0904402,CL00114,3,10,2,2
PRD0904428,CL00142,3,3,1,1
PRD0904545,CL00136,3,2,1,2
PRD0904607,CL00075,1,8,2,3
PRD0904666,CL00136,3,10,1,3
PRD0904792,CL00065,1,10,2,3
PRD0904588,CL00067,1,3,2,2
PRD0901982,CL00231,2,5,1,2
PRD0900440,CL00026,1,3,1,2
PRD0903886,CL00160,1,8,2,1
PRD0903952,CL00032,3,1,2,3
PRD0900306,CL00058,1,1,2,1
PRD0900331,CL00163,2,10,1,1
PRD0900443,CL00032,2,1,1,2
PRD0900468,CL00093,1,4,1,1
PRD0900651,CL00148,1,4,1,3
PRD0900754,CL00130,3,4,2,3
PRD0900972,CL00142,2,4,1,2
PRD0901102,CL00007,2,2,2,3
PRD0901542,CL00139,3,1,2,2
PRD0901693,CL00169,1,7,2,2
PRD0901766,CL00140,3,2,2,3
PRD0902141,CL00084,2,4,1,1
PRD0902617,CL00111,2,10,1,1
PRD0902639,CL00009,3,4,1,2
PRD0902880,CL00119,3,8,1,2
PRD0903116,CL00127,1,1,2,3
PRD0903140,CL00152,1,4,1,2
PRD0903193,CL00214,3,4,1,2
PRD0903374,CL00042,1,7,1,1
PRD0903457,CL00202,1,1,2,1
PRD0903688,CL00116,1,4,1,2
PRD0903834,CL00135,1,1,2,2
PRD0904363,CL00075,1,2,2,2
PRD0904396,CL00111,2,8,1,3
PRD0904528,CL00098,2,3,1,1
PRD0904580,CL00141,2,10,2,3
PRD0904643,CL00110,3,4,1,1
PRD0904983,CL00063,2,8,1,2
PRD0900989,CL00116,1,2,1,2
PRD0904375,CL00016,1,2,2,3
PRD0902669,CL00145,1,8,2,2
PRD0901664,CL00139,1,9,2,3
PRD0900143,CL00065,3,8,2,2
PRD0900165,CL00073,2,7,1,3
PRD0900176,CL00086,2,7,1,2
PRD0900412,CL00076,2,6,1,3
PRD0900479,CL00201,2,4,1,1
PRD0900506,CL00077,1,2,1,1
PRD0900713,CL00165,3,2,2,1
PRD0900869,CL00209,3,1,1,1
PRD0900884,CL00152,3,4,1,2
PRD0900981,CL00129,1,6,1,3
PRD0901025,CL00063,3,1,2,3
PRD0901140,CL00126,3,7,1,3
PRD0901183,CL00243,1,5,2,2
PRD0901351,CL00201,1,5,2,1
PRD0901426,CL00160,1,5,2,1
PRD0901560,CL00129,1,8,1,2
PRD0901761,CL00049,1,5,2,3
PRD0901907,CL00103,1,5,2,2
PRD0901981,CL00101,1,3,1,3
PRD0902205,CL00041,3,1,1,2
PRD0902305,CL00035,2,3,1,1
PRD0902391,CL00048,2,10,1,3
PRD0902468,CL00111,3,4,1,1
PRD0902663,CL00163,2,10,2,2
PRD0902871,CL00058,1,3,2,1
PRD0902994,CL00098,3,6,1,2
PRD0903332,CL00104,2,9,1,2
PRD0903334,CL00047,2,1,1,3
PRD0903438,CL00159,2,9,1,2
PRD0903444,CL00093,3,9,1,1
PRD0903464,CL00142,3,3,1,1
